id,Datum,Umsatz,is_train,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Year,Month,Day,Weekday,IsWeekend,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6
1308251,2013-08-25,83.0226725739551,True,0.0,21.3875,16.0,5.0,0.0,2013,8,25,6,True,True,False,False,False,False,False
1308261,2013-08-26,165.829031676714,True,0.0,20.125,15.0,5.0,0.0,2013,8,26,0,False,True,False,False,False,False,False
1308271,2013-08-27,118.473650434102,True,1.0,21.0875,12.0,0.0,0.0,2013,8,27,1,False,True,False,False,False,False,False
1308281,2013-08-28,108.876991442649,True,0.0,21.3,7.0,0.0,0.0,2013,8,28,2,False,True,False,False,False,False,False
1308291,2013-08-29,178.178023803315,True,3.0,20.2125,11.0,0.0,0.0,2013,8,29,3,False,True,False,False,False,False,False
1308301,2013-08-30,133.150828452892,True,6.0,19.7875,8.0,5.0,0.0,2013,8,30,4,False,True,False,False,False,False,False
1308311,2013-08-31,130.821314898435,True,5.0,18.35,16.0,21.0,0.0,2013,8,31,5,True,True,False,False,False,False,False
1309011,2013-09-01,95.9704314892471,True,7.0,15.8625,16.0,61.0,0.0,2013,9,1,6,True,True,False,False,False,False,False
1309021,2013-09-02,138.408723210465,True,7.0,16.575,17.0,63.0,0.0,2013,9,2,0,False,True,False,False,False,False,False
1309031,2013-09-03,138.825618927843,True,7.0,18.225,11.0,21.0,0.0,2013,9,3,1,False,True,False,False,False,False,False
1309041,2013-09-04,100.221969526295,True,7.0,18.125,5.0,0.0,0.0,2013,9,4,2,False,True,False,False,False,False,False
1309051,2013-09-05,173.658100347255,True,0.0,21.7,8.0,0.0,0.0,2013,9,5,3,False,True,False,False,False,False,False
1309061,2013-09-06,171.415179710314,True,0.0,24.7,9.0,0.0,0.0,2013,9,6,4,False,True,False,False,False,False,False
1309071,2013-09-07,186.034060963767,True,6.0,22.7625,7.0,0.0,0.0,2013,9,7,5,True,True,False,False,False,False,False
1309081,2013-09-08,88.8925958109828,True,7.0,20.1625,8.0,61.0,0.0,2013,9,8,6,True,True,False,False,False,False,False
1309091,2013-09-09,169.359968504942,True,8.0,11.575,11.0,63.0,0.0,2013,9,9,0,False,True,False,False,False,False,False
1309101,2013-09-10,89.6944536084346,True,6.0,13.5875,11.0,65.0,0.0,2013,9,10,1,False,True,False,False,False,False,False
1309111,2013-09-11,103.363686559795,True,6.0,13.9,8.0,61.0,0.0,2013,9,11,2,False,True,False,False,False,False,False
1309121,2013-09-12,106.474399987548,True,6.0,16.1125,6.0,61.0,0.0,2013,9,12,3,False,True,False,False,False,False,False
1309131,2013-09-13,122.564626199915,True,6.0,17.4375,5.0,21.0,0.0,2013,9,13,4,False,True,False,False,False,False,False
1309141,2013-09-14,174.938807466572,True,5.0,17.625,10.0,63.0,0.0,2013,9,14,5,True,True,False,False,False,False,False
1309151,2013-09-15,55.1960062296304,True,7.0,14.8625,10.0,21.0,0.0,2013,9,15,6,True,True,False,False,False,False,False
1309161,2013-09-16,146.760234890658,True,3.0,13.1375,13.0,21.0,0.0,2013,9,16,0,False,True,False,False,False,False,False
1309171,2013-09-17,136.118044538363,True,5.0,13.1375,10.0,63.0,0.0,2013,9,17,1,False,True,False,False,False,False,False
1309181,2013-09-18,152.255085210606,True,4.0,13.05,9.0,0.0,0.0,2013,9,18,2,False,True,False,False,False,False,False
1309191,2013-09-19,148.674992078993,True,5.0,14.8375,11.0,63.0,0.0,2013,9,19,3,False,True,False,False,False,False,False
1309201,2013-09-20,110.159250328825,True,7.0,13.525,6.0,0.0,0.0,2013,9,20,4,False,True,False,False,False,False,False
1309211,2013-09-21,178.263887943827,True,7.0,15.35,9.0,0.0,0.0,2013,9,21,5,True,True,False,False,False,False,False
1309221,2013-09-22,86.6668973821597,True,6.0,17.1375,14.0,21.0,0.0,2013,9,22,6,True,True,False,False,False,False,False
1309231,2013-09-23,111.128410563554,True,7.0,17.3125,14.0,21.0,0.0,2013,9,23,0,False,True,False,False,False,False,False
1309241,2013-09-24,139.64144576808,True,8.0,15.7375,10.0,0.0,0.0,2013,9,24,1,False,True,False,False,False,False,False
1309251,2013-09-25,117.94119333604,True,6.0,13.5375,7.0,61.0,0.0,2013,9,25,2,False,True,False,False,False,False,False
1309261,2013-09-26,203.314345156607,True,1.0,12.9875,12.0,0.0,0.0,2013,9,26,3,False,True,False,False,False,False,False
1309271,2013-09-27,135.507291692088,True,5.0,13.0125,8.0,21.0,0.0,2013,9,27,4,False,True,False,False,False,False,False
1309281,2013-09-28,134.613756840197,True,0.0,13.1,8.0,0.0,0.0,2013,9,28,5,True,True,False,False,False,False,False
1309291,2013-09-29,68.6316896995448,True,3.0,14.175,12.0,0.0,0.0,2013,9,29,6,True,True,False,False,False,False,False
1309301,2013-09-30,156.502435955326,True,1.0,12.825,14.0,0.0,0.0,2013,9,30,0,False,True,False,False,False,False,False
1310011,2013-10-01,123.397540137977,True,0.0,12.9125,13.0,5.0,0.0,2013,10,1,1,False,True,False,False,False,False,False
1310021,2013-10-02,196.720969158391,True,1.0,12.7,10.0,0.0,0.0,2013,10,2,2,False,True,False,False,False,False,False
1310031,2013-10-03,75.2337302417469,True,0.0,11.7625,12.0,5.0,0.0,2013,10,3,3,False,True,False,False,False,False,False
1310041,2013-10-04,156.066122625816,True,5.0,11.2,8.0,63.0,0.0,2013,10,4,4,False,True,False,False,False,False,False
1310051,2013-10-05,152.280762053885,True,7.0,15.575,8.0,20.0,0.0,2013,10,5,5,True,True,False,False,False,False,False
1310061,2013-10-06,92.4805772695364,True,7.0,15.25,6.0,0.0,0.0,2013,10,6,6,True,True,False,False,False,False,False
1310071,2013-10-07,124.841544023845,True,1.0,16.275,7.0,0.0,0.0,2013,10,7,0,False,True,False,False,False,False,False
1310081,2013-10-08,96.867100978839,True,6.0,15.1125,8.0,61.0,0.0,2013,10,8,1,False,True,False,False,False,False,False
1310091,2013-10-09,149.761758936995,True,7.0,14.3125,10.0,21.0,0.0,2013,10,9,2,False,True,False,False,False,False,False
1310101,2013-10-10,119.300284972145,True,5.0,10.975,6.0,0.0,0.0,2013,10,10,3,False,True,False,False,False,False,False
1310111,2013-10-11,123.2348187168,True,7.0,13.8625,20.0,10.0,0.0,2013,10,11,4,False,True,False,False,False,False,False
1310121,2013-10-12,140.262421715801,True,8.0,13.025,21.0,63.0,0.0,2013,10,12,5,True,True,False,False,False,False,False
1310131,2013-10-13,42.9967926268111,True,5.0,10.8625,5.0,0.0,0.0,2013,10,13,6,True,True,False,False,False,False,False
1310141,2013-10-14,109.863744271226,True,2.0,12.525,6.0,0.0,0.0,2013,10,14,0,False,True,False,False,False,False,False
1310151,2013-10-15,130.431802598324,True,7.0,10.6625,4.0,63.0,0.0,2013,10,15,1,False,True,False,False,False,False,False
1310161,2013-10-16,146.070583461057,True,8.0,12.275,7.0,0.0,0.0,2013,10,16,2,False,True,False,False,False,False,False
1310171,2013-10-17,89.9411837855476,True,7.0,12.0,15.0,65.0,0.0,2013,10,17,3,False,True,False,False,False,False,False
1310181,2013-10-18,111.233698203856,True,1.0,9.075,9.0,0.0,0.0,2013,10,18,4,False,True,False,False,False,False,False
1310191,2013-10-19,121.590860465012,True,7.0,9.45,9.0,0.0,0.0,2013,10,19,5,True,True,False,False,False,False,False
1310201,2013-10-20,70.1419855298474,True,7.0,15.1875,8.0,21.0,0.0,2013,10,20,6,True,True,False,False,False,False,False
1310211,2013-10-21,122.987868193302,True,7.0,14.2625,8.0,61.0,0.0,2013,10,21,0,False,True,False,False,False,False,False
1310221,2013-10-22,111.927088663048,True,2.0,17.6375,7.0,0.0,0.0,2013,10,22,1,False,True,False,False,False,False,False
1310231,2013-10-23,125.816016210178,True,6.0,17.675,9.0,0.0,0.0,2013,10,23,2,False,True,False,False,False,False,False
1310241,2013-10-24,123.163406361057,True,5.0,12.6875,12.0,61.0,0.0,2013,10,24,3,False,True,False,False,False,False,False
1310251,2013-10-25,113.661858634409,True,7.0,11.8875,7.0,61.0,0.0,2013,10,25,4,False,True,False,False,False,False,False
1310261,2013-10-26,161.678805315967,True,5.0,16.775,10.0,21.0,0.0,2013,10,26,5,True,True,False,False,False,False,False
1310271,2013-10-27,102.355195816072,True,6.0,14.9875,16.0,65.0,0.0,2013,10,27,6,True,True,False,False,False,False,False
1310281,2013-10-28,129.482192717092,True,7.0,14.3625,29.0,63.0,0.0,2013,10,28,0,False,True,False,False,False,False,False
1310291,2013-10-29,112.285893935052,True,7.0,10.775,17.0,63.0,0.0,2013,10,29,1,False,True,False,False,False,False,False
1310301,2013-10-30,121.506077008915,True,6.0,10.4375,10.0,61.0,0.0,2013,10,30,2,False,True,False,False,False,False,False
1310311,2013-10-31,133.723541287582,True,5.0,11.1625,13.0,21.0,0.0,2013,10,31,3,False,True,False,False,False,False,False
1311011,2013-11-01,100.182160485504,True,8.0,10.625,9.0,63.0,0.0,2013,11,1,4,False,True,False,False,False,False,False
1311021,2013-11-02,149.172348030766,True,8.0,8.8875,3.0,63.0,0.0,2013,11,2,5,True,True,False,False,False,False,False
1311031,2013-11-03,97.4532740046654,True,6.0,10.7,15.0,21.0,0.0,2013,11,3,6,True,True,False,False,False,False,False
1311041,2013-11-04,137.864260444157,True,7.0,6.8375,7.0,63.0,0.0,2013,11,4,0,False,True,False,False,False,False,False
1311051,2013-11-05,103.700267261952,True,4.0,8.9,12.0,61.0,0.0,2013,11,5,1,False,True,False,False,False,False,False
1311061,2013-11-06,109.097001107423,True,4.0,8.1375,12.0,63.0,0.0,2013,11,6,2,False,True,False,False,False,False,False
1311071,2013-11-07,118.470603286455,True,6.0,9.5,10.0,61.0,0.0,2013,11,7,3,False,True,False,False,False,False,False
1311081,2013-11-08,132.796244239256,True,3.0,9.325,9.0,0.0,0.0,2013,11,8,4,False,True,False,False,False,False,False
1311091,2013-11-09,99.9317959514759,True,5.0,7.7,16.0,63.0,0.0,2013,11,9,5,True,True,False,False,False,False,False
1311101,2013-11-10,108.561660295105,True,2.0,6.9875,12.0,63.0,0.0,2013,11,10,6,True,True,False,False,False,False,False
1311111,2013-11-11,124.580485617569,True,2.0,8.3125,5.0,0.0,0.0,2013,11,11,0,False,True,False,False,False,False,False
1311121,2013-11-12,111.970870543294,True,7.0,5.9375,9.0,61.0,0.0,2013,11,12,1,False,True,False,False,False,False,False
1311131,2013-11-13,78.0382483442215,True,1.0,8.8,12.0,0.0,0.0,2013,11,13,2,False,True,False,False,False,False,False
1311141,2013-11-14,121.180219705286,True,5.0,6.9375,9.0,21.0,0.0,2013,11,14,3,False,True,False,False,False,False,False
1311151,2013-11-15,122.76929773359,True,7.0,6.45,6.0,21.0,0.0,2013,11,15,4,False,True,False,False,False,False,False
1311161,2013-11-16,126.793397398979,True,8.0,8.875,12.0,0.0,0.0,2013,11,16,5,True,True,False,False,False,False,False
1311171,2013-11-17,74.3945185864517,True,2.0,8.8875,8.0,0.0,0.0,2013,11,17,6,True,True,False,False,False,False,False
1311181,2013-11-18,129.109032642028,True,7.0,6.65,5.0,63.0,0.0,2013,11,18,0,False,True,False,False,False,False,False
1311191,2013-11-19,106.906118646237,True,8.0,5.8375,8.0,61.0,0.0,2013,11,19,1,False,True,False,False,False,False,False
1311201,2013-11-20,124.324612351715,True,6.0,3.85,6.0,0.0,0.0,2013,11,20,2,False,True,False,False,False,False,False
1311211,2013-11-21,144.359927455555,True,2.0,3.275,8.0,10.0,0.0,2013,11,21,3,False,True,False,False,False,False,False
1311221,2013-11-22,107.962731413831,True,7.0,5.375,10.0,21.0,0.0,2013,11,22,4,False,True,False,False,False,False,False
1311231,2013-11-23,96.5196766761341,True,3.0,4.9125,6.0,0.0,0.0,2013,11,23,5,True,True,False,False,False,False,False
1311241,2013-11-24,76.4120061231823,True,0.0,4.6,16.0,0.0,0.0,2013,11,24,6,True,True,False,False,False,False,False
1311251,2013-11-25,129.81992805086,True,0.0,3.7,10.0,0.0,0.0,2013,11,25,0,False,True,False,False,False,False,False
1311261,2013-11-26,123.431703158233,True,2.0,2.3125,6.0,0.0,0.0,2013,11,26,1,False,True,False,False,False,False,False
1311271,2013-11-27,93.5321454303922,True,8.0,7.3125,12.0,61.0,0.0,2013,11,27,2,False,True,False,False,False,False,False
1311281,2013-11-28,128.842426194061,True,2.0,8.025,18.0,0.0,0.0,2013,11,28,3,False,True,False,False,False,False,False
1311291,2013-11-29,104.966463375073,True,8.0,5.9875,11.0,63.0,0.0,2013,11,29,4,False,True,False,False,False,False,False
1311301,2013-11-30,104.09003869481,True,7.0,5.525,10.0,20.0,0.0,2013,11,30,5,True,True,False,False,False,False,False
1312011,2013-12-01,68.0762231823542,True,5.0,8.6625,20.0,61.0,0.0,2013,12,1,6,True,True,False,False,False,False,False
1312021,2013-12-02,113.931498716313,True,0.0,3.0625,4.0,10.0,0.0,2013,12,2,0,False,True,False,False,False,False,False
1312031,2013-12-03,94.7658652080226,True,8.0,1.7125,6.0,28.0,0.0,2013,12,3,1,False,True,False,False,False,False,False
1312041,2013-12-04,128.922855106228,True,7.0,5.85,11.0,63.0,0.0,2013,12,4,2,False,True,False,False,False,False,False
1312051,2013-12-05,120.974699669869,True,7.0,4.4625,24.0,63.0,0.0,2013,12,5,3,False,True,False,False,False,False,False
1312061,2013-12-06,112.015650593347,True,6.0,1.7875,25.0,73.0,0.0,2013,12,6,4,False,True,False,False,False,False,False
1312071,2013-12-07,121.408564819885,True,5.0,1.0,11.0,22.0,0.0,2013,12,7,5,True,True,False,False,False,False,False
1312081,2013-12-08,36.2650169585334,True,8.0,6.975,16.0,63.0,0.0,2013,12,8,6,True,True,False,False,False,False,False
1312091,2013-12-09,134.680550018524,True,7.0,9.2375,10.0,45.0,0.0,2013,12,9,0,False,True,False,False,False,False,False
1312101,2013-12-10,104.352034970751,True,7.0,7.1875,8.0,61.0,0.0,2013,12,10,1,False,True,False,False,False,False,False
1312111,2013-12-11,85.9079819233536,True,7.0,5.025,9.0,10.0,0.0,2013,12,11,2,False,True,False,False,False,False,False
1312121,2013-12-12,88.2075449690532,True,8.0,2.525,8.0,28.0,0.0,2013,12,12,3,False,True,False,False,False,False,False
1312131,2013-12-13,85.5324935340658,True,7.0,3.5375,6.0,61.0,0.0,2013,12,13,4,False,True,False,False,False,False,False
1312141,2013-12-14,120.787742012371,True,7.0,3.0125,7.0,61.0,0.0,2013,12,14,5,True,True,False,False,False,False,False
1312151,2013-12-15,71.5352172710921,True,8.0,7.925,12.0,61.0,0.0,2013,12,15,6,True,True,False,False,False,False,False
1312161,2013-12-16,120.791211521354,True,8.0,8.775,12.0,0.0,0.0,2013,12,16,0,False,True,False,False,False,False,False
1312171,2013-12-17,74.6283250889016,True,8.0,4.95,8.0,61.0,0.0,2013,12,17,1,False,True,False,False,False,False,False
1312181,2013-12-18,86.4115250991858,True,7.0,6.85,8.0,10.0,0.0,2013,12,18,2,False,True,False,False,False,False,False
1312191,2013-12-19,101.589644453608,True,7.0,7.4,10.0,63.0,0.0,2013,12,19,3,False,True,False,False,False,False,False
1312201,2013-12-20,114.601001275823,True,7.0,5.2875,10.0,61.0,0.0,2013,12,20,4,False,True,False,False,False,False,False
1312211,2013-12-21,124.541759682586,True,8.0,6.5625,13.0,63.0,0.0,2013,12,21,5,True,True,False,False,False,False,False
1312221,2013-12-22,41.7300439888931,True,7.0,8.1375,12.0,61.0,0.0,2013,12,22,6,True,True,False,False,False,False,False
1312231,2013-12-23,183.608991270752,True,3.0,5.4875,10.0,0.0,0.0,2013,12,23,0,False,True,False,False,False,False,False
1312241,2013-12-24,220.330670230618,True,7.0,11.4375,18.0,61.0,0.0,2013,12,24,1,False,True,False,False,False,False,False
1312271,2013-12-27,152.367434643543,True,7.0,5.7625,15.0,63.0,0.0,2013,12,27,4,False,True,False,False,False,False,False
1312291,2013-12-29,131.267289010755,True,7.0,5.7125,9.0,63.0,0.0,2013,12,29,6,True,True,False,False,False,False,False
1312301,2013-12-30,126.58984459848,True,4.0,4.75,11.0,10.0,0.0,2013,12,30,0,False,True,False,False,False,False,False
1312311,2013-12-31,211.390838466052,True,4.0,5.0375,7.0,0.0,0.0,2013,12,31,1,False,True,False,False,False,False,False
1401021,2014-01-02,153.166492227541,True,7.0,6.25,9.0,63.0,0.0,2014,1,2,3,False,True,False,False,False,False,False
1401031,2014-01-03,109.484763536521,True,7.0,6.8375,10.0,63.0,0.0,2014,1,3,4,False,True,False,False,False,False,False
1401041,2014-01-04,116.250540066432,True,5.0,6.9375,11.0,0.0,0.0,2014,1,4,5,True,True,False,False,False,False,False
1401051,2014-01-05,67.7899909491401,True,7.0,6.1875,11.0,63.0,0.0,2014,1,5,6,True,True,False,False,False,False,False
1401061,2014-01-06,146.911067784297,True,7.0,7.9125,11.0,65.0,0.0,2014,1,6,0,False,True,False,False,False,False,False
1401071,2014-01-07,147.5457609484,True,7.0,10.4375,13.0,0.0,0.0,2014,1,7,1,False,True,False,False,False,False,False
1401081,2014-01-08,99.9068767897401,True,7.0,8.6375,15.0,63.0,0.0,2014,1,8,2,False,True,False,False,False,False,False
1401091,2014-01-09,113.541525918277,True,7.0,9.6125,16.0,61.0,0.0,2014,1,9,3,False,True,False,False,False,False,False
1401101,2014-01-10,119.05554059635,True,7.0,6.6375,17.0,61.0,0.0,2014,1,10,4,False,True,False,False,False,False,False
1401111,2014-01-11,127.95986526115,True,7.0,5.5875,18.0,63.0,0.0,2014,1,11,5,True,True,False,False,False,False,False
1401121,2014-01-12,83.4017498521773,True,2.0,5.525,16.0,21.0,0.0,2014,1,12,6,True,True,False,False,False,False,False
1401131,2014-01-13,103.994034974792,True,8.0,3.1375,10.0,69.0,0.0,2014,1,13,0,False,True,False,False,False,False,False
1401141,2014-01-14,166.347532764571,True,6.0,4.225,6.0,28.0,0.0,2014,1,14,1,False,True,False,False,False,False,False
1401151,2014-01-15,139.042567223334,True,7.0,3.228571,7.0,28.0,0.0,2014,1,15,2,False,True,False,False,False,False,False
1401161,2014-01-16,117.779119691395,True,8.0,2.7375,9.0,63.0,0.0,2014,1,16,3,False,True,False,False,False,False,False
1401171,2014-01-17,94.7938386484339,True,7.0,6.7375,4.0,61.0,0.0,2014,1,17,4,False,True,False,False,False,False,False
1401181,2014-01-18,102.633649837911,True,7.0,5.8875,8.0,61.0,0.0,2014,1,18,5,True,True,False,False,False,False,False
1401191,2014-01-19,53.0014671833047,True,7.0,2.8625,19.0,10.0,0.0,2014,1,19,6,True,True,False,False,False,False,False
1401201,2014-01-20,99.6819363621683,True,8.0,0.3875,13.0,61.0,0.0,2014,1,20,0,False,True,False,False,False,False,False
1401211,2014-01-21,116.784600007305,True,7.0,-0.65,7.0,77.0,0.0,2014,1,21,1,False,True,False,False,False,False,False
1401221,2014-01-22,102.344424741026,True,8.0,-3.1125,14.0,22.0,0.0,2014,1,22,2,False,True,False,False,False,False,False
1401231,2014-01-23,105.740276056438,True,8.0,-3.1875,11.0,22.0,0.0,2014,1,23,3,False,True,False,False,False,False,False
1401241,2014-01-24,143.164448746188,True,2.0,-5.1625,13.0,10.0,0.0,2014,1,24,4,False,True,False,False,False,False,False
1401251,2014-01-25,129.09233380561,True,5.0,-7.0375,8.0,0.0,0.0,2014,1,25,5,True,True,False,False,False,False,False
1401261,2014-01-26,65.4883238458282,True,1.0,-8.475,10.0,10.0,0.0,2014,1,26,6,True,True,False,False,False,False,False
1401271,2014-01-27,177.797639286942,True,5.0,0.7,9.0,69.0,0.0,2014,1,27,0,False,True,False,False,False,False,False
1401281,2014-01-28,63.9844736113181,True,7.0,-0.2625,10.0,10.0,0.0,2014,1,28,1,False,True,False,False,False,False,False
1401291,2014-01-29,75.1156293987916,True,7.0,-5.05,13.0,77.0,0.0,2014,1,29,2,False,True,False,False,False,False,False
1401301,2014-01-30,140.794194214435,True,7.0,-4.4875,8.0,77.0,0.0,2014,1,30,3,False,True,False,False,False,False,False
1401311,2014-01-31,133.303478983532,True,8.0,-3.6875,7.0,10.0,0.0,2014,1,31,4,False,True,False,False,False,False,False
1402011,2014-02-01,101.932146850505,True,7.0,3.225,10.0,63.0,0.0,2014,2,1,5,True,True,False,False,False,False,False
1402021,2014-02-02,76.7574943519772,True,0.0,5.4875,8.0,0.0,0.0,2014,2,2,6,True,True,False,False,False,False,False
1402031,2014-02-03,154.323103655617,True,1.0,3.475,8.0,10.0,0.0,2014,2,3,0,False,True,False,False,False,False,False
1402041,2014-02-04,130.284962020954,True,5.0,3.925,6.0,10.0,0.0,2014,2,4,1,False,True,False,False,False,False,False
